,reference,country,title,author,is_gov,word_count,Body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity
1999-03-16,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607
1999-03-17,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607
1999-03-18,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607
1999-03-19,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607
1999-03-20,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607
1999-03-21,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607
1999-03-22,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607
1999-03-23,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-24,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-25,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-26,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-27,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-28,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-29,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-30,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-03-31,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-01,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-02,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-03,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-04,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-05,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-06,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-07,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-08,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-09,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-10,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-11,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-12,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-13,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-14,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-15,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-16,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-17,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-18,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-19,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-20,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-21,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-22,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-23,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-24,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-25,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-26,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-27,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-28,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-29,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-04-30,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-01,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-02,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-03,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-04,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-05,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-06,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-07,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-08,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-09,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-10,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-11,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-12,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-13,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905
1999-05-14,r990514a_BOE,United Kingdom,Leading the way towards sustainable economic growth,George,False,3079,BOE,Bank of England,1999,en,0.9994,-0.012195121876859,-0.041707203
1999-05-15,r990514a_BOE,United Kingdom,Leading the way towards sustainable economic growth,George,False,3079,BOE,Bank of England,1999,en,0.9994,-0.012195121876859,-0.041707203
1999-05-16,r990514a_BOE,United Kingdom,Leading the way towards sustainable economic growth,George,False,3079,BOE,Bank of England,1999,en,0.9994,-0.012195121876859,-0.041707203
1999-05-17,r990517a_BOE,United Kingdom,MPC Two Years On,King,True,6066,BOE,Bank of England,1999,en,0.9999,-0.18139534799351,0.07872331
1999-05-18,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.1645569609838167,0.21235114
1999-05-19,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.1645569609838167,0.21235114
1999-05-20,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.1645569609838167,0.21235114
1999-05-21,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.1645569609838167,0.21235114
1999-05-22,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.1645569609838167,0.21235114
1999-05-23,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.1645569609838167,0.21235114
1999-05-24,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.1645569609838167,0.21235114
1999-05-25,r990525a_BOE,United Kingdom,Keynote address at S.W.I.F.T.U.K Regional Conference,Clementi,False,2286,BOE,Bank of England,1999,en,0.9997,0.131313129986736,-0.0732376
1999-05-26,r990525a_BOE,United Kingdom,Keynote address at S.W.I.F.T.U.K Regional Conference,Clementi,False,2286,BOE,Bank of England,1999,en,0.9997,0.131313129986736,-0.0732376
1999-05-27,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-05-28,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-05-29,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-05-30,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-05-31,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-01,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-02,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-03,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-04,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-05,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-06,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-07,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-08,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-09,r990527a_BOE,United Kingdom,Glasgow Trades House Lecture at Strathclyde University,Vickers,False,4086,BOE,Bank of England,1999,en,0.9998,-0.1044776114205094,-0.18844551
1999-06-10,r990610a_BOE,United Kingdom,Mansion House Speech,George,False,1765,BOE,Bank of England,1999,en,0.9994,-0.1858407063199937,0.76573133
1999-06-11,r990610a_BOE,United Kingdom,Mansion House Speech,George,False,1765,BOE,Bank of England,1999,en,0.9994,-0.1858407063199937,0.76573133
1999-06-12,r990610a_BOE,United Kingdom,Mansion House Speech,George,False,1765,BOE,Bank of England,1999,en,0.9994,-0.1858407063199937,0.76573133
1999-06-13,r990610a_BOE,United Kingdom,Mansion House Speech,George,False,1765,BOE,Bank of England,1999,en,0.9994,-0.1858407063199937,0.76573133
1999-06-14,r990614a_BOE,United Kingdom,FT World Gold Conference,Clementi,False,2959,BOE,Bank of England,1999,en,0.9995,0.2399999976,0.0006241565
1999-06-15,r990614a_BOE,United Kingdom,FT World Gold Conference,Clementi,False,2959,BOE,Bank of England,1999,en,0.9995,0.2399999976,0.0006241565
1999-06-16,r990614a_BOE,United Kingdom,FT World Gold Conference,Clementi,False,2959,BOE,Bank of England,1999,en,0.9995,0.2399999976,0.0006241565
1999-06-17,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-18,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-19,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-20,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-21,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-22,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-23,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-24,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-25,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-26,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-27,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-28,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-29,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-06-30,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-01,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-02,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-03,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-04,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-05,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-06,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-07,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-08,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
1999-07-09,r990617a_BOE,United Kingdom,Equity Indices and Europe,Clementi,False,1535,BOE,Bank of England,1999,en,0.9997,0.0869565198487713,0.25033635
